Category,Resume
Sales,it skill m office photoshop sql server education detail june 2015 bachelor yashwantrao chavan maharashtra university sale manager sale manager skill detail m office exprience 6 month m sql server exprience 6 month photoshop exprience 6 month sql exprience 6 month sql server exprience 6 monthscompany detail company nature of work description generating lead on call suggesting residential property a per client budget specification building relationship with channel partner meeting with client for project presentation follow for up site visit deal closure worked with icici merchant service hg payroll a sale manager 16th jan 2017 to till 30th aug 2018 nature of work sale of po edc machine sme loan loan against electronic payment acquiring new merchant retaing existing merchant cold calling with casa team icici bank generating lead field visit providing demo to retailer shopkeeper sme corporate merchant for closing signup worked with mahal pvt ltd a sr sale executive 04th mar 2016 to 03 jan 2017 nature of work calling on lead gegenerat interacting with client on call suggesting property flat bunglows n plot row house a per their requirement meeting new channel partner maintain relationship with channel partner for lead achieving monthly target maintaining report updating senior of daily activity company bookmyflat com description arranging site visit with client on lead generated closing deal by suggesting appropriate residential property to client a per their budget
Sales,skill set multi tasking collaborative optimistic thinking effective teamleader team trainer visualizing work which to done good grip on communication various language known value loyalty loyal towards my responsibility compatible working with m officeeducation detail january 2017 mba marketing sale amity university january 2015 bsc hotel management p s g college of art science institution university board sale manager sale marketing management skill detail m office exprience 4 monthscompany detail company cohesive technology description i am responsible for managing company s business in mumbai area along with branch manager i follow up lead given to me by my corporate office i meet them personally give them best solution product suitable for their business i even generate lead by myself by calling up client through cold call my job like entrepreneur here which basically involves managing small business
Health and fitness,education detail january 1992 to january 2003 first year science mumbai maharashtra st micheal high personal fitness trainer level3 personal trainer skill detail company detail company gold gym fitness solution flora hotel description certification american college of sport science gold gym heart saver rep level 3 responsibility to obtain challenging position which will commensurate with my qualification experience in field of health fitness environment accomplishment good skill used fitness
Health and fitness,education detail january 2018 m s nutrition exercise physiology new york ny teacher college columbia university january 2016 b s nutrition dietetics miami fl florida international university january 2011 b sc general microbiology pune maharashtra abasaheb garware college group fitness instructor india group fitness instructor india columbia university skill detail company detail company columbia university description present organized high energy weight training cardiovascular indoor cycling class accommodating participant of varying age group cultural background fitness level to help achieve their fitness goal company columbia dental school description provided detailed nutrition counselling telephonic follow up to dental patient with accompanying metabolic condition like diabetes hypertension obesity
Health and fitness,personal skill good verbal written communication skill ability to deal with people diplomatically willingness to learn other qualification seema institute ansalon body massage scalp swedish thai body foot reflexology aromatherapy completed course of 2 month talwalkars fitness academy with gym aerobics completed 3 month course in fitness training radio bhavan career super market hotel front office management completed course of 3 month slender gender done diploma in spa management 4 month education detail fitness trainer cum team leader fitness trainer cum team leader think healthy skill detail company detail company think healthy description job responsibility perform related duty responsibility a assigned achieve fitness goal training people to do work out in gym handling customer s query related therapy refresher etc company raymond gym description job responsibility perform related duty responsibility a assigned handling customer query related therapy company aroma thai foot spa description perform related duty responsibility a assigned handling customer query related therapy refresher etc handled query on phone a well a personally taking care of payment invoice company global 1 gym description job responsibility perform related duty responsibility a assigned handling team entire floor section achieve fitness goal training people to do work out in gym company rudraaksh health care spa description job responsibility perform related duty responsibility a assigned handling team entire floor section achieve fitness goal training people to do work out in gym handling customer s query related therapy refresher etc handled query on phone a well a personally taking care of payment invoice company plaza gym description company hotel windsor description company hotel holiday inn juhu description done promotion for aromathai foot spa 6 day world trade centre bombay exhibition centre also done promotion at bandra kurla complex bandra gym khana promoted various product spa health fitness product garment imitation jewellery food beverage etc
Health and fitness,skill computer can easily operate in operating system like window 10 can work in m office word excel powerpoint can easily operate internet gym management software website mobile application education detail january 2010 advance diploma in hotel management j w institute of hotel management gym management consultant gym management consultant sculpt fitness centre skill detail excel exprience 96 month powerpoint exprience 96 month word exprience 96 month gym management software exprience 96 monthscompany detail company sculpt fitness centre description 2015 present sale fitness operation company ab s fitness club description fitness sale administration facility house keeping company ab s fitness club description sale fitness operation company ultimate fitness club description company tripod fitness arena description sale administration company c k fitness description sale fitness staff recruitment key role designing promoting activity to meet customer demand generate revenue advertising promoting club centre to increase usage considering market research recruiting training supervising staff including managing staff rota taking daily weekly monthly reporting from fitness manager sale team lead housekeeping head carrying out health safety check on equipment site retaining existing member by providing good quality of service by providing good sale program prioritizing target activity user group especially in local authority centre customer relationship providing training to sale staff to deal with enquiry complaint emergency delivering some fitness training coaching in sport activity often good way of maintaining contact with customer preparing checking budget generating revenue cashing up keeping stock record of supplement utilizing group x studio by scheduling exciting grouper s batch writing monthly weekly report preparing cash projection for centre owner enhancing profitability by organizing delivering appropriate range of fitness activity program keeping statistical financial record keeping check on maintenance of fitness equipment other facility ensuring compliance with health safety legislation maintaining customer service fitness hospitality standard planning undertaking administrative task promoting marketing business company endurance fitness club description fitness sale administration facility house keeping
Health and fitness,education detail january 2009 p g sport science dr bmn college of home science january 2008 bsc food science nutrition dr bmn college of home science january 2004 hsc central railway s jr college of science commerce january 2002 ssc history y s modern english school msc nutrition college of home science nutritionist health promoter 9yrs experience a nutritionist health coach skill detail company detail company ugc net description career objective to use my qualification a nutritionist health promoter to contribute to well being of individual in community ugc net certificate for lectureship mar 2013 skill learnt working in team environment working a individual time management to ensure all customer served sufficiently all task completed to high standard working under pressure in busy environment personal presentation communication skill 9 year of work experience at healthcare startup health club ha enhanced my communication skill through discussion with health fitness professional client writing article designing customized diet plan confident in communicating with people on all level ensuring their need met leadership skill leadership skill developed in high school college a group leader where team work essential also conflict resolution skill developed oral skill volunteering activity leadership role university requirement involved many public speaking opportunity communicating with general public asking them question giving presentation ha helped to further develop public speaking skill comfortable with public speaking role
Health and fitness,education detail may 2014 diploma nutrition education bengaluru karnataka ignou university june 2004 bachelor of science clinical nutrition dietetics bengaluru karnataka smt vhd institute of homescience health wellness coach advance pg diploma in clinical research clinical data management sa skill detail company detail company goqii technology ltd description motivate player i e goqii subscriber to make permanent shift to healthier lifestyle enhance health nutrition karma track analyse player s lifestyle fitness data captured through goqii band design custom wellness fitness goal mutually with player coach them in meeting these goal interact with goqii player on daily basis via goqii app text audio company description via health marketing innovation viamedia health had jointly organized national campaign of maternal nutrition evaluation with glaxosmithkline consumer healthcare conduct maternal nutritional counselling camp with practicing gynaecologist at different hospital clinic allotted by medical representative conveying importance of every nutrient required during this time food that contain this type of nutrient coordinating with area branch manager in turn reporting to viamedia manager with daily report company lifekonnect department description united health care india pvt ltd lifekonnect business offer health checkup across 800 city 3000 diagnostic centre leader in this business also look into operation organising supervising medical for customer of different insurance company whose medical come under rule regulation of irda mnyl iinsurance baxa life insurance metlife insurance canara hsbc insurance to proactively monitor deferral ensure that they done within stipulated time line ensuring high level of professionalism through pro active customer relationship management by resolving their query complaint in fair manner within specified time co ordinating with lifekonnect member from different centre in turn reporting to team leader company vlcc healthcare ltd description counselling to individual on nutrition status providing diet instruction to client impact on eating nutrition create present in service to client handling enquiry from customer distributor through email letter telephone etc preparing payment bill for customer assisting slimming manager in conference call to discus nutritional care plan nutrition education co ordinating with sale member in turn reporting to sale manager
Health and fitness,education detail january 1992 to january 2003 first year science mumbai maharashtra st micheal high personal fitness trainer level3 personal trainer skill detail company detail company gold gym fitness solution flora hotel description certification american college of sport science gold gym heart saver rep level 3 responsibility to obtain challenging position which will commensurate with my qualification experience in field of health fitness environment accomplishment good skill used fitness
Health and fitness,education detail january 2018 m s nutrition exercise physiology new york ny teacher college columbia university january 2016 b s nutrition dietetics miami fl florida international university january 2011 b sc general microbiology pune maharashtra abasaheb garware college group fitness instructor india group fitness instructor india columbia university skill detail company detail company columbia university description present organized high energy weight training cardiovascular indoor cycling class accommodating participant of varying age group cultural background fitness level to help achieve their fitness goal company columbia dental school description provided detailed nutrition counselling telephonic follow up to dental patient with accompanying metabolic condition like diabetes hypertension obesity
Health and fitness,personal skill good verbal written communication skill ability to deal with people diplomatically willingness to learn other qualification seema institute ansalon body massage scalp swedish thai body foot reflexology aromatherapy completed course of 2 month talwalkars fitness academy with gym aerobics completed 3 month course in fitness training radio bhavan career super market hotel front office management completed course of 3 month slender gender done diploma in spa management 4 month education detail fitness trainer cum team leader fitness trainer cum team leader think healthy skill detail company detail company think healthy description job responsibility perform related duty responsibility a assigned achieve fitness goal training people to do work out in gym handling customer s query related therapy refresher etc company raymond gym description job responsibility perform related duty responsibility a assigned handling customer query related therapy company aroma thai foot spa description perform related duty responsibility a assigned handling customer query related therapy refresher etc handled query on phone a well a personally taking care of payment invoice company global 1 gym description job responsibility perform related duty responsibility a assigned handling team entire floor section achieve fitness goal training people to do work out in gym company rudraaksh health care spa description job responsibility perform related duty responsibility a assigned handling team entire floor section achieve fitness goal training people to do work out in gym handling customer s query related therapy refresher etc handled query on phone a well a personally taking care of payment invoice company plaza gym description company hotel windsor description company hotel holiday inn juhu description done promotion for aromathai foot spa 6 day world trade centre bombay exhibition centre also done promotion at bandra kurla complex bandra gym khana promoted various product spa health fitness product garment imitation jewellery food beverage etc
Health and fitness,skill computer can easily operate in operating system like window 10 can work in m office word excel powerpoint can easily operate internet gym management software website mobile application education detail january 2010 advance diploma in hotel management j w institute of hotel management gym management consultant gym management consultant sculpt fitness centre skill detail excel exprience 96 month powerpoint exprience 96 month word exprience 96 month gym management software exprience 96 monthscompany detail company sculpt fitness centre description 2015 present sale fitness operation company ab s fitness club description fitness sale administration facility house keeping company ab s fitness club description sale fitness operation company ultimate fitness club description company tripod fitness arena description sale administration company c k fitness description sale fitness staff recruitment key role designing promoting activity to meet customer demand generate revenue advertising promoting club centre to increase usage considering market research recruiting training supervising staff including managing staff rota taking daily weekly monthly reporting from fitness manager sale team lead housekeeping head carrying out health safety check on equipment site retaining existing member by providing good quality of service by providing good sale program prioritizing target activity user group especially in local authority centre customer relationship providing training to sale staff to deal with enquiry complaint emergency delivering some fitness training coaching in sport activity often good way of maintaining contact with customer preparing checking budget generating revenue cashing up keeping stock record of supplement utilizing group x studio by scheduling exciting grouper s batch writing monthly weekly report preparing cash projection for centre owner enhancing profitability by organizing delivering appropriate range of fitness activity program keeping statistical financial record keeping check on maintenance of fitness equipment other facility ensuring compliance with health safety legislation maintaining customer service fitness hospitality standard planning undertaking administrative task promoting marketing business company endurance fitness club description fitness sale administration facility house keeping
Health and fitness,education detail january 2009 p g sport science dr bmn college of home science january 2008 bsc food science nutrition dr bmn college of home science january 2004 hsc central railway s jr college of science commerce january 2002 ssc history y s modern english school msc nutrition college of home science nutritionist health promoter 9yrs experience a nutritionist health coach skill detail company detail company ugc net description career objective to use my qualification a nutritionist health promoter to contribute to well being of individual in community ugc net certificate for lectureship mar 2013 skill learnt working in team environment working a individual time management to ensure all customer served sufficiently all task completed to high standard working under pressure in busy environment personal presentation communication skill 9 year of work experience at healthcare startup health club ha enhanced my communication skill through discussion with health fitness professional client writing article designing customized diet plan confident in communicating with people on all level ensuring their need met leadership skill leadership skill developed in high school college a group leader where team work essential also conflict resolution skill developed oral skill volunteering activity leadership role university requirement involved many public speaking opportunity communicating with general public asking them question giving presentation ha helped to further develop public speaking skill comfortable with public speaking role
Health and fitness,education detail may 2014 diploma nutrition education bengaluru karnataka ignou university june 2004 bachelor of science clinical nutrition dietetics bengaluru karnataka smt vhd institute of homescience health wellness coach advance pg diploma in clinical research clinical data management sa skill detail company detail company goqii technology ltd description motivate player i e goqii subscriber to make permanent shift to healthier lifestyle enhance health nutrition karma track analyse player s lifestyle fitness data captured through goqii band design custom wellness fitness goal mutually with player coach them in meeting these goal interact with goqii player on daily basis via goqii app text audio company description via health marketing innovation viamedia health had jointly organized national campaign of maternal nutrition evaluation with glaxosmithkline consumer healthcare conduct maternal nutritional counselling camp with practicing gynaecologist at different hospital clinic allotted by medical representative conveying importance of every nutrient required during this time food that contain this type of nutrient coordinating with area branch manager in turn reporting to viamedia manager with daily report company lifekonnect department description united health care india pvt ltd lifekonnect business offer health checkup across 800 city 3000 diagnostic centre leader in this business also look into operation organising supervising medical for customer of different insurance company whose medical come under rule regulation of irda mnyl iinsurance baxa life insurance metlife insurance canara hsbc insurance to proactively monitor deferral ensure that they done within stipulated time line ensuring high level of professionalism through pro active customer relationship management by resolving their query complaint in fair manner within specified time co ordinating with lifekonnect member from different centre in turn reporting to team leader company vlcc healthcare ltd description counselling to individual on nutrition status providing diet instruction to client impact on eating nutrition create present in service to client handling enquiry from customer distributor through email letter telephone etc preparing payment bill for customer assisting slimming manager in conference call to discus nutritional care plan nutrition education co ordinating with sale member in turn reporting to sale manager
Health and fitness,education detail january 1992 to january 2003 first year science mumbai maharashtra st micheal high personal fitness trainer level3 personal trainer skill detail company detail company gold gym fitness solution flora hotel description certification american college of sport science gold gym heart saver rep level 3 responsibility to obtain challenging position which will commensurate with my qualification experience in field of health fitness environment accomplishment good skill used fitness
Health and fitness,education detail january 2018 m s nutrition exercise physiology new york ny teacher college columbia university january 2016 b s nutrition dietetics miami fl florida international university january 2011 b sc general microbiology pune maharashtra abasaheb garware college group fitness instructor india group fitness instructor india columbia university skill detail company detail company columbia university description present organized high energy weight training cardiovascular indoor cycling class accommodating participant of varying age group cultural background fitness level to help achieve their fitness goal company columbia dental school description provided detailed nutrition counselling telephonic follow up to dental patient with accompanying metabolic condition like diabetes hypertension obesity
Health and fitness,personal skill good verbal written communication skill ability to deal with people diplomatically willingness to learn other qualification seema institute ansalon body massage scalp swedish thai body foot reflexology aromatherapy completed course of 2 month talwalkars fitness academy with gym aerobics completed 3 month course in fitness training radio bhavan career super market hotel front office management completed course of 3 month slender gender done diploma in spa management 4 month education detail fitness trainer cum team leader fitness trainer cum team leader think healthy skill detail company detail company think healthy description job responsibility perform related duty responsibility a assigned achieve fitness goal training people to do work out in gym handling customer s query related therapy refresher etc company raymond gym description job responsibility perform related duty responsibility a assigned handling customer query related therapy company aroma thai foot spa description perform related duty responsibility a assigned handling customer query related therapy refresher etc handled query on phone a well a personally taking care of payment invoice company global 1 gym description job responsibility perform related duty responsibility a assigned handling team entire floor section achieve fitness goal training people to do work out in gym company rudraaksh health care spa description job responsibility perform related duty responsibility a assigned handling team entire floor section achieve fitness goal training people to do work out in gym handling customer s query related therapy refresher etc handled query on phone a well a personally taking care of payment invoice company plaza gym description company hotel windsor description company hotel holiday inn juhu description done promotion for aromathai foot spa 6 day world trade centre bombay exhibition centre also done promotion at bandra kurla complex bandra gym khana promoted various product spa health fitness product garment imitation jewellery food beverage etc
Health and fitness,skill computer can easily operate in operating system like window 10 can work in m office word excel powerpoint can easily operate internet gym management software website mobile application education detail january 2010 advance diploma in hotel management j w institute of hotel management gym management consultant gym management consultant sculpt fitness centre skill detail excel exprience 96 month powerpoint exprience 96 month word exprience 96 month gym management software exprience 96 monthscompany detail company sculpt fitness centre description 2015 present sale fitness operation company ab s fitness club description fitness sale administration facility house keeping company ab s fitness club description sale fitness operation company ultimate fitness club description company tripod fitness arena description sale administration company c k fitness description sale fitness staff recruitment key role designing promoting activity to meet customer demand generate revenue advertising promoting club centre to increase usage considering market research recruiting training supervising staff including managing staff rota taking daily weekly monthly reporting from fitness manager sale team lead housekeeping head carrying out health safety check on equipment site retaining existing member by providing good quality of service by providing good sale program prioritizing target activity user group especially in local authority centre customer relationship providing training to sale staff to deal with enquiry complaint emergency delivering some fitness training coaching in sport activity often good way of maintaining contact with customer preparing checking budget generating revenue cashing up keeping stock record of supplement utilizing group x studio by scheduling exciting grouper s batch writing monthly weekly report preparing cash projection for centre owner enhancing profitability by organizing delivering appropriate range of fitness activity program keeping statistical financial record keeping check on maintenance of fitness equipment other facility ensuring compliance with health safety legislation maintaining customer service fitness hospitality standard planning undertaking administrative task promoting marketing business company endurance fitness club description fitness sale administration facility house keeping
Health and fitness,education detail january 2009 p g sport science dr bmn college of home science january 2008 bsc food science nutrition dr bmn college of home science january 2004 hsc central railway s jr college of science commerce january 2002 ssc history y s modern english school msc nutrition college of home science nutritionist health promoter 9yrs experience a nutritionist health coach skill detail company detail company ugc net description career objective to use my qualification a nutritionist health promoter to contribute to well being of individual in community ugc net certificate for lectureship mar 2013 skill learnt working in team environment working a individual time management to ensure all customer served sufficiently all task completed to high standard working under pressure in busy environment personal presentation communication skill 9 year of work experience at healthcare startup health club ha enhanced my communication skill through discussion with health fitness professional client writing article designing customized diet plan confident in communicating with people on all level ensuring their need met leadership skill leadership skill developed in high school college a group leader where team work essential also conflict resolution skill developed oral skill volunteering activity leadership role university requirement involved many public speaking opportunity communicating with general public asking them question giving presentation ha helped to further develop public speaking skill comfortable with public speaking role
Health and fitness,education detail may 2014 diploma nutrition education bengaluru karnataka ignou university june 2004 bachelor of science clinical nutrition dietetics bengaluru karnataka smt vhd institute of homescience health wellness coach advance pg diploma in clinical research clinical data management sa skill detail company detail company goqii technology ltd description motivate player i e goqii subscriber to make permanent shift to healthier lifestyle enhance health nutrition karma track analyse player s lifestyle fitness data captured through goqii band design custom wellness fitness goal mutually with player coach them in meeting these goal interact with goqii player on daily basis via goqii app text audio company description via health marketing innovation viamedia health had jointly organized national campaign of maternal nutrition evaluation with glaxosmithkline consumer healthcare conduct maternal nutritional counselling camp with practicing gynaecologist at different hospital clinic allotted by medical representative conveying importance of every nutrient required during this time food that contain this type of nutrient coordinating with area branch manager in turn reporting to viamedia manager with daily report company lifekonnect department description united health care india pvt ltd lifekonnect business offer health checkup across 800 city 3000 diagnostic centre leader in this business also look into operation organising supervising medical for customer of different insurance company whose medical come under rule regulation of irda mnyl iinsurance baxa life insurance metlife insurance canara hsbc insurance to proactively monitor deferral ensure that they done within stipulated time line ensuring high level of professionalism through pro active customer relationship management by resolving their query complaint in fair manner within specified time co ordinating with lifekonnect member from different centre in turn reporting to team leader company vlcc healthcare ltd description counselling to individual on nutrition status providing diet instruction to client impact on eating nutrition create present in service to client handling enquiry from customer distributor through email letter telephone etc preparing payment bill for customer assisting slimming manager in conference call to discus nutritional care plan nutrition education co ordinating with sale member in turn reporting to sale manager
Health and fitness,education detail january 1992 to january 2003 first year science mumbai maharashtra st micheal high personal fitness trainer level3 personal trainer skill detail company detail company gold gym fitness solution flora hotel description certification american college of sport science gold gym heart saver rep level 3 responsibility to obtain challenging position which will commensurate with my qualification experience in field of health fitness environment accomplishment good skill used fitness
Health and fitness,education detail january 2018 m s nutrition exercise physiology new york ny teacher college columbia university january 2016 b s nutrition dietetics miami fl florida international university january 2011 b sc general microbiology pune maharashtra abasaheb garware college group fitness instructor india group fitness instructor india columbia university skill detail company detail company columbia university description present organized high energy weight training cardiovascular indoor cycling class accommodating participant of varying age group cultural background fitness level to help achieve their fitness goal company columbia dental school description provided detailed nutrition counselling telephonic follow up to dental patient with accompanying metabolic condition like diabetes hypertension obesity
Health and fitness,personal skill good verbal written communication skill ability to deal with people diplomatically willingness to learn other qualification seema institute ansalon body massage scalp swedish thai body foot reflexology aromatherapy completed course of 2 month talwalkars fitness academy with gym aerobics completed 3 month course in fitness training radio bhavan career super market hotel front office management completed course of 3 month slender gender done diploma in spa management 4 month education detail fitness trainer cum team leader fitness trainer cum team leader think healthy skill detail company detail company think healthy description job responsibility perform related duty responsibility a assigned achieve fitness goal training people to do work out in gym handling customer s query related therapy refresher etc company raymond gym description job responsibility perform related duty responsibility a assigned handling customer query related therapy company aroma thai foot spa description perform related duty responsibility a assigned handling customer query related therapy refresher etc handled query on phone a well a personally taking care of payment invoice company global 1 gym description job responsibility perform related duty responsibility a assigned handling team entire floor section achieve fitness goal training people to do work out in gym company rudraaksh health care spa description job responsibility perform related duty responsibility a assigned handling team entire floor section achieve fitness goal training people to do work out in gym handling customer s query related therapy refresher etc handled query on phone a well a personally taking care of payment invoice company plaza gym description company hotel windsor description company hotel holiday inn juhu description done promotion for aromathai foot spa 6 day world trade centre bombay exhibition centre also done promotion at bandra kurla complex bandra gym khana promoted various product spa health fitness product garment imitation jewellery food beverage etc
Health and fitness,skill computer can easily operate in operating system like window 10 can work in m office word excel powerpoint can easily operate internet gym management software website mobile application education detail january 2010 advance diploma in hotel management j w institute of hotel management gym management consultant gym management consultant sculpt fitness centre skill detail excel exprience 96 month powerpoint exprience 96 month word exprience 96 month gym management software exprience 96 monthscompany detail company sculpt fitness centre description 2015 present sale fitness operation company ab s fitness club description fitness sale administration facility house keeping company ab s fitness club description sale fitness operation company ultimate fitness club description company tripod fitness arena description sale administration company c k fitness description sale fitness staff recruitment key role designing promoting activity to meet customer demand generate revenue advertising promoting club centre to increase usage considering market research recruiting training supervising staff including managing staff rota taking daily weekly monthly reporting from fitness manager sale team lead housekeeping head carrying out health safety check on equipment site retaining existing member by providing good quality of service by providing good sale program prioritizing target activity user group especially in local authority centre customer relationship providing training to sale staff to deal with enquiry complaint emergency delivering some fitness training coaching in sport activity often good way of maintaining contact with customer preparing checking budget generating revenue cashing up keeping stock record of supplement utilizing group x studio by scheduling exciting grouper s batch writing monthly weekly report preparing cash projection for centre owner enhancing profitability by organizing delivering appropriate range of fitness activity program keeping statistical financial record keeping check on maintenance of fitness equipment other facility ensuring compliance with health safety legislation maintaining customer service fitness hospitality standard planning undertaking administrative task promoting marketing business company endurance fitness club description fitness sale administration facility house keeping
Health and fitness,education detail january 2009 p g sport science dr bmn college of home science january 2008 bsc food science nutrition dr bmn college of home science january 2004 hsc central railway s jr college of science commerce january 2002 ssc history y s modern english school msc nutrition college of home science nutritionist health promoter 9yrs experience a nutritionist health coach skill detail company detail company ugc net description career objective to use my qualification a nutritionist health promoter to contribute to well being of individual in community ugc net certificate for lectureship mar 2013 skill learnt working in team environment working a individual time management to ensure all customer served sufficiently all task completed to high standard working under pressure in busy environment personal presentation communication skill 9 year of work experience at healthcare startup health club ha enhanced my communication skill through discussion with health fitness professional client writing article designing customized diet plan confident in communicating with people on all level ensuring their need met leadership skill leadership skill developed in high school college a group leader where team work essential also conflict resolution skill developed oral skill volunteering activity leadership role university requirement involved many public speaking opportunity communicating with general public asking them question giving presentation ha helped to further develop public speaking skill comfortable with public speaking role
Health and fitness,education detail may 2014 diploma nutrition education bengaluru karnataka ignou university june 2004 bachelor of science clinical nutrition dietetics bengaluru karnataka smt vhd institute of homescience health wellness coach advance pg diploma in clinical research clinical data management sa skill detail company detail company goqii technology ltd description motivate player i e goqii subscriber to make permanent shift to healthier lifestyle enhance health nutrition karma track analyse player s lifestyle fitness data captured through goqii band design custom wellness fitness goal mutually with player coach them in meeting these goal interact with goqii player on daily basis via goqii app text audio company description via health marketing innovation viamedia health had jointly organized national campaign of maternal nutrition evaluation with glaxosmithkline consumer healthcare conduct maternal nutritional counselling camp with practicing gynaecologist at different hospital clinic allotted by medical representative conveying importance of every nutrient required during this time food that contain this type of nutrient coordinating with area branch manager in turn reporting to viamedia manager with daily report company lifekonnect department description united health care india pvt ltd lifekonnect business offer health checkup across 800 city 3000 diagnostic centre leader in this business also look into operation organising supervising medical for customer of different insurance company whose medical come under rule regulation of irda mnyl iinsurance baxa life insurance metlife insurance canara hsbc insurance to proactively monitor deferral ensure that they done within stipulated time line ensuring high level of professionalism through pro active customer relationship management by resolving their query complaint in fair manner within specified time co ordinating with lifekonnect member from different centre in turn reporting to team leader company vlcc healthcare ltd description counselling to individual on nutrition status providing diet instruction to client impact on eating nutrition create present in service to client handling enquiry from customer distributor through email letter telephone etc preparing payment bill for customer assisting slimming manager in conference call to discus nutritional care plan nutrition education co ordinating with sale member in turn reporting to sale manager
Health and fitness,education detail january 1992 to january 2003 first year science mumbai maharashtra st micheal high personal fitness trainer level3 personal trainer skill detail company detail company gold gym fitness solution flora hotel description certification american college of sport science gold gym heart saver rep level 3 responsibility to obtain challenging position which will commensurate with my qualification experience in field of health fitness environment accomplishment good skill used fitness
Health and fitness,education detail january 2018 m s nutrition exercise physiology new york ny teacher college columbia university january 2016 b s nutrition dietetics miami fl florida international university january 2011 b sc general microbiology pune maharashtra abasaheb garware college group fitness instructor india group fitness instructor india columbia university skill detail company detail company columbia university description present organized high energy weight training cardiovascular indoor cycling class accommodating participant of varying age group cultural background fitness level to help achieve their fitness goal company columbia dental school description provided detailed nutrition counselling telephonic follow up to dental patient with accompanying metabolic condition like diabetes hypertension obesity
Health and fitness,personal skill good verbal written communication skill ability to deal with people diplomatically willingness to learn other qualification seema institute ansalon body massage scalp swedish thai body foot reflexology aromatherapy completed course of 2 month talwalkars fitness academy with gym aerobics completed 3 month course in fitness training radio bhavan career super market hotel front office management completed course of 3 month slender gender done diploma in spa management 4 month education detail fitness trainer cum team leader fitness trainer cum team leader think healthy skill detail company detail company think healthy description job responsibility perform related duty responsibility a assigned achieve fitness goal training people to do work out in gym handling customer s query related therapy refresher etc company raymond gym description job responsibility perform related duty responsibility a assigned handling customer query related therapy company aroma thai foot spa description perform related duty responsibility a assigned handling customer query related therapy refresher etc handled query on phone a well a personally taking care of payment invoice company global 1 gym description job responsibility perform related duty responsibility a assigned handling team entire floor section achieve fitness goal training people to do work out in gym company rudraaksh health care spa description job responsibility perform related duty responsibility a assigned handling team entire floor section achieve fitness goal training people to do work out in gym handling customer s query related therapy refresher etc handled query on phone a well a personally taking care of payment invoice company plaza gym description company hotel windsor description company hotel holiday inn juhu description done promotion for aromathai foot spa 6 day world trade centre bombay exhibition centre also done promotion at bandra kurla complex bandra gym khana promoted various product spa health fitness product garment imitation jewellery food beverage etc
